	date	title	link
849	2013-05-03	Самолет МЧС РФ вылетел из Бельгии в Волгоград с пострадавшими в ДТП россиянами	file:///news/2013-04-15/73124-samolet_mchs_rf_vyletel_iz_belgii_v_volgograd_s_postradavshimi_v_dtp_rossiyanami
850	2013-04-15	Самолет МЧС РФ забрал из Брюсселя 29 россиян, которые попали в ДТП в Бельгии	file:///news/2013-04-15/73118-samolet_mchs_rf_zabral_iz_bryusselya_29_rossiyan_kotorye_popali_v_dtp_v_belgii
851	2013-04-15	В Великобритании ввели ограничение на продажу детского сухого молока	file:///news/2013-04-11/72839-v_velikobritanii_vveli_ogranichenie_na_prodazhu_detskogo_suhogo_moloka
852	2013-04-11	В Великобритании скончалась «железная леди» Маргарет Тэтчер	file:///news/2013-04-08/72622-v_velikobritanii_skonchalas_zheleznaya_ledi_margaret_tetcher
853	2013-04-08	Валерия Золотухина похоронили в его родном селе на Алтае	file:///news/2013-04-05/72489-valeriya_zolotuhina_pohoronili_v_ego_rodnom_sele_na_altae
854	2013-04-05	Валерия Золотухина похоронили на родной земле — в алтайском селе	file:///news/2013-04-05/72462-valeriya_zolotuhina_pohoronili_na_rodnoy_zemle_v_altayskom_sele
855	2013-04-05	Власти Ливана поблагодарили Москву за своевременную гуманитарную помощь	file:///news/2013-04-04/72315-vlasti_livana_poblagodarili_moskvu_za_svoevremennuyu_gumanitarnuyu_pomosch
856	2013-04-04	Москва простится с Валерием Золотухиным	file:///news/2013-04-02/72119-moskva_prostitsya_s_valeriem_zolotuhinym
857	2013-04-02	В Москве после продолжительной болезни скончался выдающийся актер и режиссер Валерий Золотухин	file:///news/2013-03-30/71978-v_moskve_posle_prodolzhitelnoy_bolezni_skonchalsya_vydayuschiysya_akter_i_rezhisser_valeriy_zolotuhin
858	2013-03-30	В Москве на 72-м году жизни скончался актёр и режиссёр Валерий Золотухин	file:///news/2013-03-30/71960-v_moskve_na_72_m_godu_zhizni_skonchalsya_aktyor_i_rezhissyor_valeriy_zolotuhin
859	2013-03-30	Из пиратского плена в Нигерии освобождены двое российских моряков	file:///news/2013-03-12/70574-iz_piratskogo_plena_v_nigerii_osvobozhdeny_dvoe_rossiyskih_moryakov
860	2013-03-12	Двое российских и один румынский моряк освобождены из пиратского плена в Нигерии	file:///news/2013-03-12/70562-dvoe_rossiyskih_i_odin_rumynskiy_moryak_osvobozhdeny_iz_piratskogo_plena_v_nigerii
861	2013-03-12	Суд в Хельсинки принял решение вернуть детей россиянке Светлане Карелиной	file:///news/2013-03-11/70538-sud_v_helsinki_prinyal_reshenie_vernut_detey_rossiyanke_svetlane_karelinoy
862	2013-03-11	В Белоруссии решают вопрос об экстрадиции в Россию авиадебошира Сергея Кабалова	file:///news/2013-03-11/70522-v_belorussii_reshayut_vopros_ob_ekstraditsii_v_rossiyu_aviadeboshira_sergeya_kabalova
863	2013-03-11	Москвичи и латиноамериканцы, находящиеся в столице, идут к посольству Венесуэлы с цветами	file:///news/2013-03-06/70216-moskvichi_i_latinoamerikantsy_nahodyaschiesya_v_stolitse_idut_k_posolstvu_venesuely_s_tsvetami
864	2013-03-06	В.Путин: Нужно решить бытовые проблемы тех, кто защищает Родину	file:///news/2013-03-03/69993-v_putin_nuzhno_reshit_bytovye_problemy_teh_kto_zaschischaet_rodinu
865	2013-03-03	2-го марта в Москве пройдет марш в поддержку детей-сирот	file:///news/2013-02-28/78426-2_go_marta_v_moskve_proydet_marsh_v_podderzhku_detey_sirot
866	2013-02-28	Обращение к Президенту подписали организаторы марша в поддержку детей-сирот, который пройдет 2 марта	file:///news/2013-02-28/78394-obraschenie_k_prezidentu_podpisali_organizatory_marsha_v_podderzhku_detey_sirot_kotoryy_proydet_2_marta
867	2013-02-28	В Белгородской области суд начал рассматривать дело о гибели инспектора-стажёра ГИБДД	file:///news/2013-02-27/78314-v_belgorodskoy_oblasti_sud_nachal_rassmatrivat_delo_o_gibeli_inspektora_stazhyora_gibdd
868	2013-02-27	В Белгородской области резонансное ДТП потребовало необычной формы процесса	file:///news/2013-02-27/78305-v_belgorodskoy_oblasti_rezonansnoe_dtp_potrebovalo_neobychnoy_formy_protsessa
869	2013-02-27	В Домодедово встречали россиян и граждан других стран СНГ, прилетевших из Сирии	file:///news/2013-02-20/77761-v_domodedovo_vstrechali_rossiyan_i_grazhdan_drugih_stran_sng_priletevshih_iz_sirii
870	2013-02-20	В Псковской области приостановлены все процедуры усыновления детей-сирот	file:///news/2013-02-19/77693-v_pskovskoy_oblasti_priostanovleny_vse_protsedury_usynovleniya_detey_sirot
871	2013-02-19	Венесуэла празднует возвращение на родину Уго Чавеса	file:///news/2013-02-18/77647-venesuela_prazdnuet_vozvraschenie_na_rodinu_ugo_chavesa
872	2013-02-18	После двух месяцев на Кубе Президент Венесуэлы продолжит лечение на родине	file:///news/2013-02-18/77626-posle_dvuh_mesyatsev_na_kube_prezident_venesuely_prodolzhit_lechenie_na_rodine
873	2013-02-18	Президент Венесуэлы заявил, что вернулся на родину после лечения	file:///news/2013-02-18/77607-prezident_venesuely_zayavil_chto_vernulsya_na_rodinu_posle_lecheniya
874	2013-02-18	Из России высланы несколько представителей радикального исламистского течения	file:///news/2013-02-13/77246-iz_rossii_vyslany_neskolko_predstaviteley_radikalnogo_islamistskogo_techeniya
875	2013-02-13	Житель Кузбасса Виктор Горелов, похищенный в Сирии в конце прошлого года, сегодня вернулся в Россию	file:///news/2013-02-09/76987-zhitel_kuzbassa_viktor_gorelov_pohischennyy_v_sirii_v_kontse_proshlogo_goda_segodnya_vernulsya_v_rossiyu
876	2013-02-09	Экс-зампрокурора Московской области Александр Игнатенко доставлен из Польши в Россию	file:///news/2013-02-07/76887-eks_zamprokurora_moskovskoy_oblasti_aleksandr_ignatenko_dostavlen_iz_polshi_v_rossiyu
877	2013-02-07	Полиция намерена привлечь к ответственности пассажира, устроившего пьяный дебош на борту самолета	file:///news/2013-01-25/75917-politsiya_namerena_privlech_k_otvetstvennosti_passazhira_ustroivshego_pyanyy_debosh_na_bortu_samoleta
878	2013-01-25	Суд в Карелии встал на сторону россиянки, которая пытается вернуть на родину своих малолетних детей	file:///news/2013-01-25/75904-sud_v_karelii_vstal_na_storonu_rossiyanki_kotoraya_pytaetsya_vernut_na_rodinu_svoih_maloletnih_detey
879	2013-01-25	Самолеты МЧС доставили в Москву пожелавших покинуть Сирию россиян	file:///news/2013-01-23/75665-samolety_mchs_dostavili_v_moskvu_pozhelavshih_pokinut_siriyu_rossiyan
880	2013-01-23	В аэропорту Домодедово психологи встречали вернувшихся из Сирии россиян	file:///news/2013-01-23/75661-v_aeroportu_domodedovo_psihologi_vstrechali_vernuvshihsya_iz_sirii_rossiyan
881	2013-01-23	В аэропорту Домодедово приземлились два самолета МЧС с россиянами на борту	file:///news/2013-01-23/75654-v_aeroportu_domodedovo_prizemlilis_dva_samoleta_mchs_s_rossiyanami_na_bortu
882	2013-01-23	В Домдедово приземлились самолеты, доставившие бежавших из Сирии россиян	file:///news/2013-01-23/75645-v_domdedovo_prizemlilis_samolety_dostavivshie_bezhavshih_iz_sirii_rossiyan
883	2013-01-23	Два самолета МЧС доставят в Москву покинувших Сирию россиян	file:///news/2013-01-22/75640-dva_samoleta_mchs_dostavyat_v_moskvu_pokinuvshih_siriyu_rossiyan
884	2013-01-22	Право на гражданство: поправки в закон упростят возвращение на Родину	file:///news/2013-01-22/75638-pravo_na_grazhdanstvo_popravki_v_zakon_uprostyat_vozvraschenie_na_rodinu
885	2013-01-22	В ОАЭ освобождена россиянка, которая во время отпуска попала в сексуальное рабство	file:///news/2013-01-22/75619-v_oae_osvobozhdena_rossiyanka_kotoraya_vo_vremya_otpuska_popala_v_seksualnoe_rabstvo
886	2013-01-22	В столицу Ливана прибыли два самолёта МЧС, чтобы забрать россиян, решивших покинуть Сирию	file:///news/2013-01-22/75617-v_stolitsu_livana_pribyli_dva_samolyota_mchs_chtoby_zabrat_rossiyan_reshivshih_pokinut_siriyu
887	2013-01-22	Дмитрий Медведев встретился с представителями парламентских фракций в Госдуме	file:///news/2013-01-22/75616-dmitriy_medvedev_vstretilsya_s_predstavitelyami_parlamentskih_fraktsiy_v_gosdume
